steming_data,Score,Sentiment
hari demo,-1,Negatif
woilah cik tangerang pabrik sisa nasib gue entar lulus sekolah,1,Positif
mahasiswa please deh demo mulu mending tenaga imajinasi maju bangsa,-1,Negatif
demo tum dpr konfirmasi hukum sita aset,0,Netral
indonesia gelap oligarki indonesia maju rakyat,-1,Negatif
indonesia terang,0,Netral
halah gedabrus mahasiswa,-1,Negatif
wkwkwkwkwk tertawa mahasiswi unhan,1,Positif
tolong ubah efisiensi rumah gara acara makan gizi gratis sedih kerja mana tolong,1,Positif
bosan,0,Netral
cair mahasewa hahah,-2,Negatif
saya baca klaim berisik,-1,Negatif
gerombol mahasiswa cari makan,-2,Negatif
partai kuasa demo,0,Netral
abang demo ampas aset kabar langsung gabung,-2,Negatif
gue sekolah bawa iq membnggkn oh tdakk,1,Positif
presiden fgimana tanggap,2,Positif
nih banyak doang biar dokumentasi disosmed banyak erti demo,-1,Negatif
hidup rakyat indonesia ayo sayu selamatkn negeri cengkraman kokowi pki prabowo estagetnya jokowi,0,Netral
anda pilih sengsara tahun -tahun,-3,Negatif
semangat kakak,0,Netral
lucu kabinet gemoy ulah,-2,Negatif
demo ambil ketua introgasi keunganya,-2,Negatif
pengin gaya doang demo,-1,Negatif
sih kampus ya tanda lihat almamater ya ktauan kampus ya wajib nih boikot mahasiswa tuntut bawa poster pintar n,1,Positif
demo kerja,0,Netral
kaya prabowo henti makan pns suka korupsi taktik program stelahnya apa program perintah isi koruptor,-3,Negatif
indonesia anak ajar otak beku seragam jeees,0,Netral
kemarin mana,0,Netral
mending tidur demo,-1,Negatif
gelap hati pola pikir gelap,-1,Negatif
ui sponsor mayora sabun batang,0,Netral
demo biasany kursi kemarin kursi diam ganti lihat pas,1,Positif
semangat turun jalan moga sehat,1,Positif
mahasiswa mode nasi bungkus,1,Positif
yes makan siang gratis,2,Positif
no komentar,0,Netral
ternak mulyono komen bela junjung ya takut dpat jatah makan junjung ya,0,Netral
endingnya masuk partai tau siklus demo mahasiswa junior ya,-3,Negatif
lu gerak omong ahir bagi uang ya emmm eh,-1,Negatif
mndukung penuh prabowo nyala presiden ku,1,Positif
zaman surabaya jabat demo demo partai banteng ngehandle jarang ya,-3,Negatif
wowo mode nangkep,0,Netral
demo oh demooo,-1,Negatif
demo sembako murah kayak pupuk murah kayak langsung dampak masyarakat demo mentingin perut,-3,Negatif
gerombol,-1,Negatif
ini negara demokratis demo,-1,Negatif
ajak demo naikin pamor benerapa ujung ujung demo ganti,-3,Negatif
pesan kirim,1,Positif
capai demo presiden gue bjir,0,Netral
bjir tolg demo pengeshaan ruu korupsi,-2,Negatif
heran deh mahasiswa sbnrnya sih bela rakyat rakyat bantu discount listrik rasa,-1,Negatif
hahahahahahah mahasiswa nasbung,0,Netral
dikit salah presiden selesai presiden generasi terus kayak negara,-2,Negatif
aspek dewan pride,-2,Negatif
fakta senang banyak negara maju sistem perintah,-2,Negatif
percaya kawan demo kemarin pilih,-1,Negatif
ya jarang demo langsung demo,0,Netral
bayar kali nih,0,Netral
demo mahasiswa paham ya demo fomoan update status sayang skincare klean deek,-1,Negatif
orang indonesia sibuk demo orang jepang amerika mahasiswa sibuk robot,-1,Negatif
mata mahasiswa pimpin negeri konoha celah kurang,-3,Negatif
carr,0,Netral
peoplemoody,0,Netral
anggap buruk sesuai hendak gelintir orang,0,Netral
heran mau sih presiden setir megachan hutang kah,1,Positif
tebak sponsorrnyaa mahasewa,-1,Negatif
indonesia gelap lho januari februari pln diskon listrik beli token dapetnya,0,Netral
detail demo,0,Netral
puas kerja prabowo mesti angka segitu rakyat makmur surve lebaga ya jin,1,Positif
mending belajara abang abang,0,Netral
ikut mahasiswa ngantuk kelas tugas joki,-4,Negatif
halah demo aset aset demo canggih,-3,Negatif
mahasawa,0,Netral
cair,-1,Negatif
pasu nasi bungkus kah kayak pimpin jaman demo duduk bareng cari solusi selesai prabowo sulit rakyat rakyat ya,-1,Negatif
bro brharap kaya,0,Netral
demo bayar habis demo nilai a dosen,-1,Negatif
di lapang ya,2,Positif
seru ya pengin demo,0,Netral
puas kerja prabowo orang memusihi maju prabowo,2,Positif
pdip,0,Netral
kapai demo mahasiswa,-1,Negatif
jare macan berani ngadepin mahasiwa ya,0,Netral
masa tangan anda harap perintah perintah jembatan,-1,Negatif
hanya orang buta benci demo,-3,Negatif
musuh indonesia media mudah provokasi,0,Netral
presiden pas jabat demo pas selesai jabat lihat hasil jabat gusdur suharto habibie jokowi judge pikir negara pimpin ya,2,Positif
mahasiswa coba mending demo an ampas aset koruptor,-2,Negatif
guna mahasiswa sih lulus paling nganggur,1,Positif
mengapa demo rumor aset korupsi,-3,Negatif
hubung,0,Netral
kabar mahasewa uu ampas aset,-2,Negatif
demo gilir lukus amsukin kabinet diam sempak,-2,Negatif
gelap apa lihat kali gelap atur makan siang demo dar banyak konten sebanrnya tau kapai,-4,Negatif
demo tau mesti bahas ajak debat perintah ikut mari bijak ajar muncul muka,-1,Negatif
demo demo ampas aset ya oh iya pengin salah tikus das ya hihi,-2,Negatif
siklus perintah konoha bijak asal tolak viral pasang badan super hero gila,-1,Negatif
indonesia gelap asa terang,-1,Negatif
prasangka,0,Netral
itu demo otak kosong,-3,Negatif
nih mahasiswa presiden demo presiden ya turut ajar pintar,1,Positif
kemarin ruu ampas aset sah sah demo demo kayak tuh mahasiswa mahasewa,-5,Negatif
alhamdullilah kuliah ajar lulus langsung kerja ngrepotin orang tua hasil mandiri beban negara,1,Positif
rasa pilih joget gemoy,-2,Negatif
goreng politik elite senang,0,Netral
dpr janggal ya demo,-1,Negatif
mereka ngedemo dana lucu dek anda,0,Netral
perintah prioritas didik lapang kerja,2,Positif
wkwkwk kocak konoha kemarin kemarin mana presiden demo demo kayak gerakin nih,-2,Negatif
mati lampu taa,1,Positif
demo gelap,-2,Negatif
anda suruh ajar demo,-3,Negatif
mana agenda ampas aset koruptor kocak negara,-2,Negatif
mahasewa hama,-2,Negatif
demo anak politik anak ekonomi ya sesi diskusi kapai ya mahasiswa pandai ambil simpul berita edar paham,-2,Negatif
efisiensi anggar suka bagus anjir bayang jabat uang dinas rapat nyewa hotel dll habis juta ya efisiensi,4,Positif
jawa ya,1,Positif
judul ganti min,1,Positif
bukti,-1,Negatif
demo sih pilih makan siang gratis didik gratis,0,Netral
shaykh shaykh baca komentar,0,Netral
lulus,1,Positif
anggar nama nyewa hotel makan makan pergi dinas banyak nolak ya jabat maksud tolak ya,2,Positif
ppn bro tersier notebane ya pokok tahan hidup,1,Positif
jam pagi jam pagi,0,Netral
tikaaprll,0,Netral
pengin indonesia maju proyek strategis bilang rampas hak rakya,-1,Negatif
ucap doa indonesiq terang benderang,-2,Negatif
jabat baik kurang demo achh mahasewa lho cari manfaat,-4,Negatif
kemarin dukung kom demo oke gas oke gas,0,Netral
hidup mahasiswa,0,Netral
demo dpr sah ampas aset koruptor hukum berat berat,-2,Negatif
melanox resmi,1,Positif
darurat maaf ikut sibuk kerja suap nasi,1,Positif
hancur,0,Netral
gelap ya adek badai,-1,Negatif
tenang ya,1,Positif
habis gelap gelap,-2,Negatif
ruu ampas aset kmna dek,-1,Negatif
suruh pilih wowok,-2,Negatif
cicip demo hasil ubah,1,Positif
diskarnamen anggota,-1,Negatif
efisiensi minim korupsi baik bayar utang negara tinggal sblumnya,-3,Negatif
medel ya cair,0,Netral
presiden salah,0,Netral
aduh susah deh,-1,Negatif
sadar ya pilih no,0,Netral
indonesia aman makan apa gelap,-2,Negatif
mahal mahal barayar kuliah kendali urus politik,1,Positif
anak kip panik ajar mangkas anggar demo penyalahgunaan anggar ya didik iphone kopi shop,-1,Negatif
sesal gue pilih,-1,Negatif
penganguran rebut nasi kotak isi telor paro tempe oreg,0,Netral
demo ampas aset biar sahkan pangkas pangkas,-2,Negatif
tunggu mahasiswa demo ampas aset,-2,Negatif
alas pilih jokowi turun,-1,Negatif
kemarin pilih ikut demo sesal ya pilih sih wowo makan tuh oke gas oke gas,-3,Negatif
adik adik keponakan saudara ya ikut makan gratis sekolah ya,3,Positif
dahala pilih demo kemarin kemarin,-2,Negatif
mahasiswa cuman umpan politik suka prabowo rugi didik kambing hitam,-5,Negatif
makan siang gratis makan malam puasa,-1,Negatif
gaheran sih banteng bentar bentar demo zaman surabaya uuppssss,-2,Negatif
paham tuju demo didik pangkas anggar lebih ok perintah kaji mateng mateng,3,Positif
maju mahasiswa rakyat indonesia cerdas moga allah menang amin,2,Positif
maksud anak anak samaiin kayak babi ya ampun miris banget,-3,Negatif
bangun mase takut bobok nyenyak kasur empuk gibran rakabuming,-2,Negatif
sewa korban kalah milu tuntutanya minimalisis anggran negara usaha usaha sakit hati goreng kondisi phk masyarakat tolol n goreng pas pasu hancur negeri,-4,Negatif
oke gas oke gas gas ppn barang mewah air putih barang mewahh nyala presidenkuu,-3,Negatif
demo buat orang cari nafkah,0,Netral
umur juang,0,Netral
tunggang tuh,-1,Negatif
gas raksasa gas,-2,Negatif
demo fomo,-1,Negatif
sekali capai,-1,Negatif
hari mema,0,Netral
makan gratis,1,Positif
hujat pliss pengin banget lihat turun anak anak kip biar langsung gambar anak kip sungguh,-1,Negatif
tes pas bukti suka -lawasannya,0,Netral
baru pion,0,Netral
mahasiswa demo demo demo jadi,-3,Negatif
dana white,1,Positif
berani kritik,-1,Negatif
negara korupsi otw rakyat makmur,0,Netral
gue penasaran tunggang demo kali,-3,Negatif
tunggu mahasiswa unhan demo kayak mahasiswa,-2,Negatif
protes mulu pilih ya terima,0,Netral
indonesia gelap anggota dpr terang lulus btw anggota dpr mahasiswa demo loh,-3,Negatif
ya aktor balik,0,Netral
kena heran konoha,-1,Negatif
loh kampus ku beasiswa orang cukup cukup bayar spp ukt,-2,Negatif
kuliah kuliah kerja propokator,1,Positif
habis ingat darurat muncul demo jalan demo duduk manis rumah pergi kampus rumah tidur mahasiswa,0,Netral
sruh pilih sih wowo,-1,Negatif
gerak fomo,0,Netral
demo wakil rakyat rakyat wkwk,-1,Negatif
gemo gara mangkas anggar kah demo ya tinggal berita uu ampas aset diam dukung,-2,Negatif
ramal hard gumay prabowo,-1,Negatif
kali demo komen bela mahasiswa,-1,Negatif
tau gue percaya,0,Netral
ternak anies,0,Netral
kabujaradulu,0,Netral
indonesia gelap ampas aset sahkan gelap ya oiya indak dana demoin,-1,Negatif
ternak anies resah,-1,Negatif
ternak anies bikin umkm sepi,-1,Negatif
pik hilang tuh,0,Netral
hidup mahasiswa,0,Netral
ini bayar ngu,0,Netral
indonesiagelap,0,Netral
mahasiswa efesiensi,0,Netral
demo bayar gede efisiensi dana gbisa korupsi,-1,Negatif
naspa,0,Netral
tau demo kaya negara keluar dana nurunin kwat dur gas air mata bnerin fasilitas rusak massa dll,-5,Negatif
tarik nih demo saat kait bijak nilai untung rakyat pas bijak bagus diam ampas asset diam kadang oh kadang,4,Positif
enak coba deom demo uu ampas aset iya,-2,Negatif
sewa putar,0,Netral
negara uang kas ya kosong heran pajak kencang tuntut susah manusia tuntut benah dpr kerja sih bubar,-2,Negatif
amit amit mahasiswa teh,-1,Negatif
sumpah ya kip orang rumah gedong orang butuh gadapet,1,Positif
dia,-1,Negatif
murid,1,Positif
kasihan adik mahasiswa kena hasut elit penting,-1,Negatif
koboi,0,Netral
lihat tahu kayak indonesia darurat eh laku banteng,-1,Negatif
nasi bungkus rella,1,Positif
kocak mahasiswa ya foto demo video demo teriak ganggu jalan rusuh jalan nantang dosen,-3,Negatif
p kerja jepang,1,Positif
gua percaya sekian banyak mahasisma masuk kantor jabat tujuanya,-2,Negatif
pasu banteng merah anak abah,-1,Negatif
pas mahasiswa demo pas lulus kursi dewan ya kuota asn,1,Positif
ganti presiden ri nya ku dedi mulyadi indonesia aman korupsi,0,Netral
demo pengin bikin acara doa doa pimpin buruk pimpin doa negara islam hobi mecah belah doa kayak kali kita kabur negeri doain,-3,Negatif
negara nkri nih,0,Netral
cmpus plonga plongo mending jlanan ya dek ya,2,Positif
presiden tertaikkk,1,Positif
demo uu sita aset koruptor ya udang peyek ya,1,Positif
dek kapai ya allah don t worse your time woiiiii demo bikin ipk bagus manfaat please hahahah alam,1,Positif
biasa orang orang wkwkwkw terima kasih anda,0,Netral
seperti anda,-2,Negatif
hidup mahasiswa,0,Netral
banget buzzer,0,Netral
lucu banget mahasewa hari,0,Netral
ini negara,0,Netral
lapar kerja,0,Netral
gerindra ciduk min,0,Netral
enak baca komentar twitter oon,-1,Negatif
gua untunya demo sih capek capek dengar kagak susah urus negara indonesia,-3,Negatif
pas pilpres indonesia emas eh balik cemas,-1,Negatif
pilih gemoy demo sih pilih,-3,Negatif
demo efisiensi dampak rakyat dampak mana mikir jabat doang,-4,Negatif
kemarin ya demo,0,Netral
cair proyek demo,-2,Negatif
ooohh calon anggur demo doang,-2,Negatif
mail terlambaatt,0,Netral
dukung komentar haha,1,Positif
minim literasi mahasiswa mahasewaa,-1,Negatif
tau pdi kalah pilpres kayak jaman surabaya,-4,Negatif
terang ya bilang gelap,0,Netral
bilang hard gumay,0,Netral
ya indonesia mindsetnya mahasiswa hufd sih isi kuliah demo deo demo jual nama rakyat untung beda mahasiswa mpr,-1,Negatif
hayo rakyat satu anak ya kasih makan sehat gratis perintah lawan mahasiswa demo,1,Positif
duit red bull cair kayak,-2,Negatif
mahasewa orang fomo biar entar tangkap aparat,-3,Negatif
jokowi adil koruptor susul apbn bocor negara maju uang habis bayar bunga hutang point,-2,Negatif
gue tandain nih orang gue lihat,1,Positif
demo uu ampas aset ya,-1,Negatif
bookingan ancam,-1,Negatif
sabar bebenah,1,Positif
demo masalahin,-1,Negatif
anggar orang demo turun lapang planga plongo,1,Positif
gua bangga perintah tunjuk kualitas ya,2,Positif
ajar,0,Netral
kemarin pilih demo cemana kelen,-2,Negatif
nih ya gua plis cmiiw efisiensi tekan presiden atur henti phk kurang sdm tinjau kepala atas kanit dll ya rela cut pegawai tahan fasilitas don t judge me si just my opinion,-1,Negatif
negeri babu nyoblos presiden,0,Netral
gentar ya adek adek mahasiswa gara komen buzzer indonesia umur perintah tentu nasib depan patut kritisi bijak tindak,-2,Negatif
salah demo ya demo baik rakyat biar perintah kerja lenceng semena mena,-2,Negatif
demo kapai buzzers,-1,Negatif
adekku honorer rs honorer rs rumah rs puskesmas madam bakar honorer rumah,2,Positif
biar cari uang saku semangat,-1,Negatif
bulan lumayan uang jajan,-1,Negatif
cuman ikut rame doang,-1,Negatif
iri makan siang gratis,0,Netral
mending diam sih biar rasa sengsara demo hambat rencana kuasa,-3,Negatif
gibran hilang lane,0,Netral
ciri ciri mahasiswa buang sampah sembarang kampus salah tukang sapu,-6,Negatif
semangat yuk mahasiswa,1,Positif
lang demo,-1,Negatif
murid,1,Positif
saya buat,0,Netral
indinisia gilip,0,Netral
jama presiden negara sajah ya negara baik,2,Positif
ku bongkar sisi gelap mahasiswa tau sih bem tau demo,-5,Negatif
fomo insta story dapaet nasibox,0,Netral
mahasiswa pret lhaa bayar,0,Netral
pilih demo,-2,Negatif
apakah orang dosa,-1,Negatif
hati pikir demo gelap ikut ramay kelompok otak amin rais rg kawan kawan ya,-2,Negatif
indosat pulau pagar laut ampas hak aset,-1,Negatif
miris banget ya baca komennya empati,1,Positif
ampas aset mahasewa pra bego tolol,-3,Negatif
uang makan lumayan kuliah,0,Netral
korup lucu generasi,-2,Negatif
demo tertib ganggu penting semangat,-2,Negatif
semnjak merah oposisi kayakny demo gmpang banget ya sih merah oposisi demo susah,-3,Negatif
akibat pembirosan dana akhirx perintah lanjut getah,1,Positif
mahasiswa urus,0,Netral
parah sih,-1,Negatif
a shalat,1,Positif
demo demo harness buka,-2,Negatif
mls baca demo mahasewa nasibungkus mending tnjukkan demo prmpasan aset gusur rumah sertifikat,-4,Negatif
najis bilang indonesia,-1,Negatif
kemarin korupsi t kapai demo,-2,Negatif
coba ada demo kesah ampas aset koruptor,-1,Negatif
anda paham esensi ya anda milik demo demo kokgahahahahahahahahah,-2,Negatif
maju mahasiswa,0,Netral
mahasewa mie instant habis dikos,-1,Negatif
mending maha sewa demo ampas aset koruptor,-1,Negatif
juang gubris,0,Netral
sedih lihat nyata lapang wajar rakyat marah kecewa tumpuk kecewa perintah,-1,Negatif
mahasawa,0,Netral
lihat demo tarik,1,Positif
mending ajar miris calon terus bangsa bayar,-1,Negatif
pimpin negara lepas nama mata minus masyarakat jabat nama sesuai lihat hasil,-1,Negatif
demo bayar ya,0,Netral
fungsi mahasiswa serius,-1,Negatif
mahasiswa fomo sih,0,Netral
plot twist demo pilih kemarin,-2,Negatif
welft,0,Netral
adek ku beasiswa,0,Netral
tolong jelasin letak gelap ya mana listrik diskon februari,1,Positif
paling ribu orang,0,Netral
moga prabowo benah situasi negara hancur gara sih mulyono kuasa amin,1,Positif
kuliah alih -alih ajar demo awkwk,-1,Negatif
kemarin capres gratis didik pilih makan gratis tanggung akibat ya,1,Positif
wkwkwk sih merah kuasa demo contone jaman surabaya,0,Netral
demo segitu banyak wacana bersih sampah kayak pandawara manfaat banget edukasi masyarakat sih demooooo,-3,Negatif
bilang indonesia susah maju tuh sdm ya wkww,0,Netral
negara kuasa mafia demo an tv siar langsung,0,Netral
bro prabowo butuh duit duit bejibunnn coba makan duit rakyat,-1,Negatif
tv bungkam,0,Netral
demo gratis dengar tuju kira potong program jalan lancar,0,Netral
unsur main belakang mahasiswa hasut tau presiden prabowo juang rebut hak ya indonesia merdeka,1,Positif
sekolah pengin pegawai negeri tau malu harga habis nginjak negara ngemis negara,2,Positif
ayngguh,0,Netral
mahasiswa bal demo ya titinnn,0,Netral
cawe menang,0,Netral
mahasiswa demo,-1,Negatif
kuliah sih gue ajar sempro skripsi wisudah dah giat sok ikut namba ilmu demo kali rame blagu,-2,Negatif
semangat kakak perempuan siswa juang bangga hak -hak anda hak -hak orang moga allah lindung anda,3,Positif
mahasiswi sekolah rusak,1,Positif
tiktok live gilir alas jelasin hmm,1,Positif
gas,-1,Negatif
bentar inpo loker,0,Netral
dikit demooo hamdeh,-1,Negatif
kuliah ya demo contoh orang syukur,1,Positif
woy demo ampas aset,-2,Negatif
mahasewaa mahasewa angkat jawa jago,1,Positif
presiden suka,1,Positif
izin demo admin universitas andalas,-2,Negatif
mahasuwa gen,0,Netral
ngeri ah lihat kolom komentar,0,Netral
tahun rame bikin ampun dah,-1,Negatif
tebak parpol gerak,0,Netral
komentar orang tiktok sarap kasi makan apasih perintah,-1,Negatif
tolong bpjs batas obat ya,-1,Negatif
fakta kuli ukur evaluasi banding,0,Netral
demo ya yuk makan nasbung ya,2,Positif
mahasiswa mau sih mau turutin kayak presiden demo mahasiswa,-1,Negatif
turun prabowo gibran,0,Netral
anda lahir,0,Netral
perintah mahasiswa pdo,0,Netral
sih pikir iya mikir nasi kotak biar hidup,0,Netral
fomo,0,Netral
tahun tekan demo,-1,Negatif
lucu sih pikir kritis mantan mahasiswa demo pmrnth coba telaah analisis tau dema demo,-4,Negatif
uang tunjang dpr lumyn nilai nya mahasewa uu ampas aset nya atur turun mahasiswa nya,0,Netral
tabrak tabrak masuk,-3,Negatif
pdi p demo biar imbang awas perintah tolong kuasa ya rame demo entar kayak,-1,Negatif
laper kasih makan,-1,Negatif
tan demo panas hujan lapar mending ajar,-2,Negatif
